Gene	B-cells	NK-cells	T-cells	adipose tissue	adrenal gland	amygdala	appendix	basal ganglia	bone marrow	breast	cerebellum	cerebral cortex	cervix, uterine	colon	corpus callosum	dendritic cells	ductus deferens	duodenum	endometrium	epididymis	esophagus	fallopian tube	gallbladder	granulocytes	heart muscle	hippocampal formation	hypothalamus	kidney	liver	lung	lymph node	midbrain	monocytes	olfactory region	ovary	pancreas	parathyroid gland	pituitary gland	placenta	pons and medulla	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin	small intestine	smooth muscle	spinal cord	spleen	stomach	substantia nigra	testis	thalamus	thymus	thyroid gland	tongue	tonsil	total PBMC	urinary bladder	vagina
HGNC:17175	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Rare	High	Moderate	Low	Low	Moderate	Moderate
HGNC:9922	Rare	Rare	Rare	High	Low	Low	Low	Low	Rare	High	Rare	Low	Rare	Low	Rare	Low	Rare	Low	Low	Low	Rare	Low	Low	Rare	Low	Low	Low	Moderate	High	Low	Low	Rare	Low	Low	Low	Moderate	Rare	High	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Low	Rare	Low	Low	Low
HGNC:553	Rare	Rare	Rare	Moderate	High	Rare	Low	Low	Rare	Moderate	Rare	Rare	Low	Low	Low	Rare	High	Rare	Low	Moderate	Moderate	Moderate	Moderate	Rare	Low	Rare	Rare	High	High	Moderate	Moderate	Rare	Low	Rare	Moderate	High	Rare	Low	Low	Low	Moderate	Low	Low	Low	High	Low	Low	Low	Moderate	Low	Low	Low	Rare	Moderate	Rare	Rare	Moderate	Low	Low	Rare	Moderate	Moderate
HGNC:794	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	Low	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High
HGNC:17836	Rare	Rare	Low	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Low	Moderate	Rare	Moderate	Low	Moderate	Moderate	Low	High	Low	Rare	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Rare	Moderate	Moderate	Low	Moderate	High	Low	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	High	Low	Rare	Moderate	Rare	Low	Rare	Low	Low
HGNC:5382	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Low	High	Moderate	Moderate	Moderate	High	Moderate	High	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate
HGNC:10909	Rare	Low	High	High	High	Moderate	Moderate	Moderate	Moderate	High	Low	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High
HGNC:17855	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:28107	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:20779	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Low	Rare	Low	Moderate	Rare	Rare	Low	Rare	High	Low	Rare	Rare	Low	Low	Rare	Rare	Rare	Low	Low	Low	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare
HGNC:28157	Rare	Low	Low	Moderate	Low	Low	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	High	Low	High	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:8784	Low	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	Moderate	Moderate	High	High	Low	Low	High	Moderate	High	High	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	High	High
HGNC:28883	High	High	High	Moderate	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate
HGNC:4799	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate
HGNC:8603	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	High	Moderate	High	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	High	Moderate	High	High	High	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate
HGNC:8790	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Moderate	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare
HGNC:23162	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:8973	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Low	Rare	Rare	Rare	High	Rare	Rare	High	Moderate	Low	Moderate	Low	Rare	Rare	Rare	Moderate	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Low	Moderate	Low	Low	Rare	Low	Rare	Rare	Moderate	High	Rare	Moderate	Low	Rare	Rare	Rare	High	Rare	Low	Rare	Rare	Low	Low	Low	Rare	Low	Low
HGNC:19218	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:13819	Rare	Rare	Rare	Moderate	Low	Moderate	Low	High	Low	Low	Low	High	Low	Low	Moderate	Rare	Rare	Low	Low	Low	Low	Low	Moderate	Rare	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Rare	Moderate	Low	Low	Low	Moderate	Low	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	Rare	Low	Rare	Low	Rare	Low	Rare
HGNC:24649	High	Moderate	High	High	High	High	High	High	Moderate	High	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	Moderate	Moderate	High
HGNC:7693	High	High	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate
HGNC:14679	Rare	Low	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Low	Low	Rare	Rare	Moderate	High	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare
HGNC:20692	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low	Rare	Low	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:28577	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	High	Low	Low	Low	Moderate	Low	Low	Low	Rare	Low	Low	Low	Low	Rare	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low
HGNC:23090	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Low	Moderate	Moderate
HGNC:30404	Low	Low	Rare	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	Low	Low	Low	Moderate	Low
HGNC:11057	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Moderate	Moderate
HGNC:11460	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate
HGNC:29674	Rare	Rare	Low	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	High	Rare	Rare	Moderate	Low	Moderate	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare
HGNC:4128	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	High	Moderate	High	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Low	Moderate	Low	High	Moderate	Low	Moderate	High	Low	Moderate	Moderate	High	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:18966	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	High	High
HGNC:3465	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:19977	Rare	Low	Low	Rare	Low	Rare	Rare	Moderate	Rare	Low	Rare	Low	Moderate	Rare	Moderate	Low	Moderate	Rare	Rare	Moderate	Moderate	Rare	Moderate	Rare	Rare	Moderate	Rare	Moderate	Low	Rare	Rare	Moderate	Low	Moderate	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Rare	Moderate	Low	Rare	Rare	High	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Moderate	Moderate	Low	Moderate	Low	Rare	Rare	Moderate
HGNC:20091	Low	Rare	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	High	Low	High	Low	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Low	Moderate	Low	Low	Rare	Low	Low
HGNC:10978	Rare	Rare	Rare	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Rare	Low	Rare	Low	Moderate	Low	Low
HGNC:10914	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	High
HGNC:11184	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Moderate	Low	Moderate	High	Moderate	Moderate	Low	High	Low	Low	Low	Moderate	Low	Moderate	High	Low	Low	Low	High	High	Low	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Low	Moderate	High	Moderate	Low	Moderate	High	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Low	Moderate	Low	High	Moderate	Low	Low	Moderate	Moderate
HGNC:13273	Rare	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Rare	High	Rare	Low	Low	Moderate	Rare	High	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Rare	Rare	High	Rare	Low	Rare	Rare	High	Moderate	Moderate	Rare	High	Moderate
HGNC:10996	Rare	Low	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Rare	Low	Low	Rare	High	Low	Low	Low	High	Rare	Low	Low	High	High	Low	Low	Rare	Rare	Low	Low	Moderate	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Rare	Rare	Low	Moderate	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Low	Rare	Low	Rare	Low	Low
HGNC:4855	Rare	Rare	Rare	Low	Rare	Rare	Moderate	Low	Low	Low	Rare	Rare	Low	Low	Rare	Rare	Low	Low	Low	High	Low	Low	Moderate	High	Low	Rare	High	Low	Low	Moderate	Low	Low	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Rare	Low	Moderate	Low	Low	Rare	Low	Rare	Low	Low	Rare	Low	Low
HGNC:4205	Low	Low	Low	Rare	Low	Rare	Moderate	Low	Rare	Rare	Rare	Rare	Moderate	High	Rare	Low	Rare	High	Low	Low	Moderate	Low	High	Moderate	Rare	Rare	Rare	Moderate	Low	Low	Rare	Rare	Low	Rare	Low	Low	Rare	Low	Low	Low	Low	High	Rare	High	Rare	Rare	Rare	High	Low	Rare	Rare	Moderate	Rare	Low	Rare	Low	Low	Moderate	High	Rare	Low	Moderate
HGNC:3481	High	High	High	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate
HGNC:6827	Moderate	Moderate	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High
HGNC:2590	Rare	Low	Rare	Low	High	Low	Rare	High	Rare	Low	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	High	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Low	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	High	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare
HGNC:2595	Rare	Rare	Rare	Moderate	Low	Rare	Low	Rare	Rare	Moderate	Rare	Low	Low	Low	Low	Rare	Moderate	Low	Moderate	Moderate	Low	Rare	Moderate	Rare	Low	Rare	Rare	Low	High	High	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Low	Rare	Rare	Rare	Low	Low	Low	Low	Moderate	Moderate	Moderate	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Moderate	Low	High	Low
HGNC:2596	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare
HGNC:9115	Moderate	Low	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate
HGNC:11037	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare
HGNC:12586	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High
HGNC:1972	Rare	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	High	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Rare	Rare	Low	Moderate	Rare	Low	Rare	Low	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare
HGNC:4208	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:7696	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:4122	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:38	Rare	Rare	Rare	High	High	Moderate	Moderate	High	Low	High	Moderate	High	Moderate	Moderate	High	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Rare	High	Moderate	Moderate	Moderate	High	High	Low	High	Rare	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Rare	Moderate	Moderate	Moderate	Rare	Moderate	High
HGNC:24861	Moderate	Moderate	Moderate	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate
HGNC:6051	Low	Rare	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Rare	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	High	High	High	Low	Low	High	High	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	High	Low	Moderate	High	Low	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Low	High	High
HGNC:4123	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	High	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Low	High	High
